test_id,query,description,extracted,boleta_formatada,success,duration_ms,error
trigger_754_1754,"Rose: <PHONE> Tem interesse em 850k USDT a 5,5730?
Ana: Deixa eu ver
Pedro: off
Pedro: se surgir algo aqui oferecemos de novo
Ana: ok
Ana: Bom dia pessoal, 9:15 abre a mesa?
Rose: Bom dia
Rose: sim, vamos abrir as 9:15
Ana: On?
Rose: Sim,
Rose: vamos lá
Ana: 200k pfvr
Ana: cotação
Rose: 5490
Ana: fecha",,,,False,7,
trigger_755_1755,"Ana: Deixa eu ver
Pedro: off
Pedro: se surgir algo aqui oferecemos de novo
Ana: ok
Ana: Bom dia pessoal, 9:15 abre a mesa?
Rose: Bom dia
Rose: sim, vamos abrir as 9:15
Ana: On?
Rose: Sim,
Rose: vamos lá
Ana: 200k pfvr
Ana: cotação
Rose: 5490
Ana: fecha
Rose: fechado",,,,False,103,
trigger_760_1760,"Rose: Bom dia
Rose: sim, vamos abrir as 9:15
Ana: On?
Rose: Sim,
Rose: vamos lá
Ana: 200k pfvr
Ana: cotação
Rose: 5490
Ana: fecha
Rose: fechado
Rose: R$ 1,109,800.00 // USDT 200.000
Ana: 100k
Ana: cotação
Rose: 5500
Ana: fecha",,,,False,21,
trigger_761_1761,"Rose: sim, vamos abrir as 9:15
Ana: On?
Rose: Sim,
Rose: vamos lá
Ana: 200k pfvr
Ana: cotação
Rose: 5490
Ana: fecha
Rose: fechado
Rose: R$ 1,109,800.00 // USDT 200.000
Ana: 100k
Ana: cotação
Rose: 5500
Ana: fecha
Rose: fechado",,,,False,16,
trigger_768_1768,"Ana: fecha
Rose: fechado
Rose: R$ 1,109,800.00 // USDT 200.000
Ana: 100k
Ana: cotação
Rose: 5500
Ana: fecha
Rose: fechado
Rose: R$ 555,000.00 // USDT 100.000
Ana: 100.000 USDT = 555.000 BRL
Pedro: <PHONE> Tem interesse em 381.313 USDT a 5,5450?
Ana: 1s
Ana: faz 100k nesse valor?
Pedro: faço
Ana: fecha",,,,False,9,
trigger_769_1769,"Rose: fechado
Rose: R$ 1,109,800.00 // USDT 200.000
Ana: 100k
Ana: cotação
Rose: 5500
Ana: fecha
Rose: fechado
Rose: R$ 555,000.00 // USDT 100.000
Ana: 100.000 USDT = 555.000 BRL
Pedro: <PHONE> Tem interesse em 381.313 USDT a 5,5450?
Ana: 1s
Ana: faz 100k nesse valor?
Pedro: faço
Ana: fecha
Pedro: fechado",,,,False,11,
trigger_780_1780,"Ana: faz 100k nesse valor?
Pedro: faço
Ana: fecha
Pedro: fechado
Rose: BRL 554,500.00 // USDT 100.000
‎[04/08/25, 10:10:36] Maynard: ‎image omitted
‎[04/08/25, 10:15:59] Maynard: ‎image omitted
‎[04/08/25, 10:16:20] Maynard: ‎image omitted
Rose: <PHONE> AInda não caiu nenhum por aqui, no comprovante está com status processando.
‎[04/08/25, 10:18:10] Maynard: ‎image omitted
Ana: Alguma instabilidade com o pix.
Ana: Já falei com o CS aqui.
Rose: beleza, qualquer coisa te atualizo
Ana: Caiu aí?
Rose: ainda não
Ana: Um momento
Ana: 100k pfvr
Rose: 5250
Ana: fecha",,,,False,9,
trigger_781_1781,"Pedro: faço
Ana: fecha
Pedro: fechado
Rose: BRL 554,500.00 // USDT 100.000
‎[04/08/25, 10:10:36] Maynard: ‎image omitted
‎[04/08/25, 10:15:59] Maynard: ‎image omitted
‎[04/08/25, 10:16:20] Maynard: ‎image omitted
Rose: <PHONE> AInda não caiu nenhum por aqui, no comprovante está com status processando.
‎[04/08/25, 10:18:10] Maynard: ‎image omitted
Ana: Alguma instabilidade com o pix.
Ana: Já falei com o CS aqui.
Rose: beleza, qualquer coisa te atualizo
Ana: Caiu aí?
Rose: ainda não
Ana: Um momento
Ana: 100k pfvr
Rose: 5250
Ana: fecha
Rose: fechado",,,,False,13,
trigger_811_1811,"Ana: Manda uma ref no capricho pra chamar cliente
Rose: qual volume ?
Ana: É ref, coloca 100k
Rose: 5345
Ana: Obrigado
Rose: off
Rose: Nada!
Rose: já consegue liquidar essa última de 100k ?
Ana: Ainda não, deixa eu chamar o cliente.
Rose: beleza
Ana: 69.194,00
Ana: cotação
Ana: pfvr
Rose: 5410
Ana: fecha",,,,False,10,
trigger_812_1812,"Rose: qual volume ?
Ana: É ref, coloca 100k
Rose: 5345
Ana: Obrigado
Rose: off
Rose: Nada!
Rose: já consegue liquidar essa última de 100k ?
Ana: Ainda não, deixa eu chamar o cliente.
Rose: beleza
Ana: 69.194,00
Ana: cotação
Ana: pfvr
Rose: 5410
Ana: fecha
Rose: fechado",,,,False,6,
trigger_838_1838,"Rose: beleza, vamos enviar tudo em breve
Ana: Conseguem liquidar?
Rose: Assim que recebermos aqui eu te aviso, ainda não consigo liquidar.
Ana: Cliente tá chamando aqui, quando puder agradeço.
Ana: Manda 100k então
Ana: Deixa os 69k pra depois.
Rose: To aguardando receber aqui do nosso provedor no momento.
Ana: Não consegue nem os 100k, nem os 69k?
Rose: Ainda não
Ana: Ok
Ana: Cotam 20k?
Rose: sim
Rose: 1s
Rose: 5270
Ana: fecha",,,,False,6,
trigger_839_1839,"Ana: Conseguem liquidar?
Rose: Assim que recebermos aqui eu te aviso, ainda não consigo liquidar.
Ana: Cliente tá chamando aqui, quando puder agradeço.
Ana: Manda 100k então
Ana: Deixa os 69k pra depois.
Rose: To aguardando receber aqui do nosso provedor no momento.
Ana: Não consegue nem os 100k, nem os 69k?
Rose: Ainda não
Ana: Ok
Ana: Cotam 20k?
Rose: sim
Rose: 1s
Rose: 5270
Ana: fecha
Rose: fechado",,,,False,5,
trigger_852_1852,"Ana: fecha
Rose: fechado
Rose: BRL 110,540.00 // USDT 20.000
Ana: Quanto mais demorar pra vir, menor o valor de cotação.
Pedro: Já já estamos enviando
Pedro: Devemos enviar tudo de uma vez
Ana: ok
Pedro: 189.194
Pedro: ja pagamos essa ultima também
Ana: Boa, valeu!
Ana: 120k
Ana: cotação pfvr
Rose: 5310
Ana: fecha",,,,False,8,
trigger_853_1853,"Rose: fechado
Rose: BRL 110,540.00 // USDT 20.000
Ana: Quanto mais demorar pra vir, menor o valor de cotação.
Pedro: Já já estamos enviando
Pedro: Devemos enviar tudo de uma vez
Ana: ok
Pedro: 189.194
Pedro: ja pagamos essa ultima também
Ana: Boa, valeu!
Ana: 120k
Ana: cotação pfvr
Rose: 5310
Ana: fecha
Rose: fechado",,,,False,7,
trigger_866_1866,"Ana: fecha
Rose: fechado
Ana: 120.000 USDT = 663.720 BRL
‎[04/08/25, 16:09:14] Maynard: ‎image omitted
Rose: Recebido
‎[04/08/25, 16:19:45] Maynard: ‎image omitted
‎[04/08/25, 16:21:12] Maynard: ‎image omitted
Ana: finalizada
Ana: Quando puder liquidar, agradeço.
Rose: Enviando
Pedro: 37de3638c87edc96ae7adf491bd48c9f36ba<PHONE>0f93a492c5496b06ff
Pedro: 120.000
Ana: Fala pessoal, me esclarece como funciona o fechamento/pagamento em d1/d2 por favor.
Pedro: A cotação funciona da mesma forma que ocorre hoje para os D0
Pedro: Só que a liquidação só vai ser no dia seguinte
Pedro: ou no outro dia
Pedro: você só precisa pagar no dia da liquidação das moedas
Bruno: Fechou d1 hoje: liquida amanhã
Fechou d2 hoje: liquida na quarta",,,,False,9,
trigger_891_1891,"Rose: 1s
Rose: 5450
Rose: <PHONE>
Ana: já passei
Rose: vamos ?
Ana: Aguardando confirmação, 1s
Ana: Se abaixar me avisa
Ana: Consegue apertar um pouco?
Rose: 5440
Ana: Tá caindo.
Rose: 5435
Rose: vamos ?
Ana: Negociando
Rose: 5430
Ana: fecha 100k",,,,False,8,
trigger_892_1892,"Rose: 5450
Rose: <PHONE>
Ana: já passei
Rose: vamos ?
Ana: Aguardando confirmação, 1s
Ana: Se abaixar me avisa
Ana: Consegue apertar um pouco?
Rose: 5440
Ana: Tá caindo.
Rose: 5435
Rose: vamos ?
Ana: Negociando
Rose: 5430
Ana: fecha 100k
Rose: fechado",,,,False,7,
trigger_899_1899,"Rose: 5440
Ana: Tá caindo.
Rose: 5435
Rose: vamos ?
Ana: Negociando
Rose: 5430
Ana: fecha 100k
Rose: fechado
Rose: BRL 554,300.00 // USDT 100.000
Ana: cota 150k o mais baixo possível pfvr
Rose: 1s
Ana: me ajuda no preço
Rose: 5410
Rose: <PHONE>
Ana: fecha",,,,False,7,
trigger_900_1900,"Ana: Tá caindo.
Rose: 5435
Rose: vamos ?
Ana: Negociando
Rose: 5430
Ana: fecha 100k
Rose: fechado
Rose: BRL 554,300.00 // USDT 100.000
Ana: cota 150k o mais baixo possível pfvr
Rose: 1s
Ana: me ajuda no preço
Rose: 5410
Rose: <PHONE>
Ana: fecha
Rose: fechado",,,,False,6,
trigger_909_1909,"Rose: 1s
Ana: me ajuda no preço
Rose: 5410
Rose: <PHONE>
Ana: fecha
Rose: fechado
Ana: 150.000 USDT = 831.150 BRL
Rose: BRL 831,150.00 // USDT 150.000
‎[05/08/25, 11:16:28] Maynard: ‎image omitted
Pedro: <PHONE> tem interesse em 400k usdt a 5,52?
Ana: 1s
Ana: 5,5200?
Pedro: isso
Ana: Faz 100k desse lote?
Pedro: faço
Ana: fecha",,,,False,5,
trigger_910_1910,"Ana: me ajuda no preço
Rose: 5410
Rose: <PHONE>
Ana: fecha
Rose: fechado
Ana: 150.000 USDT = 831.150 BRL
Rose: BRL 831,150.00 // USDT 150.000
‎[05/08/25, 11:16:28] Maynard: ‎image omitted
Pedro: <PHONE> tem interesse em 400k usdt a 5,52?
Ana: 1s
Ana: 5,5200?
Pedro: isso
Ana: Faz 100k desse lote?
Pedro: faço
Ana: fecha
Pedro: fechado",,,,False,6,
trigger_919_1919,"Ana: 5,5200?
Pedro: isso
Ana: Faz 100k desse lote?
Pedro: faço
Ana: fecha
Pedro: fechado
Ana: 100.000 USDT = 552.000 BRL
Ana: Faz mais 50k nesse preço?
Ana: aqui, 50k
Pedro: nao consigo mais
Pedro: mas se tiver mais com um preço especial te aviso
Ana: Quanto agora?
Ana: 50k
Rose: 5290
Ana: fecha",,,,False,10,
trigger_920_1920,"Pedro: isso
Ana: Faz 100k desse lote?
Pedro: faço
Ana: fecha
Pedro: fechado
Ana: 100.000 USDT = 552.000 BRL
Ana: Faz mais 50k nesse preço?
Ana: aqui, 50k
Pedro: nao consigo mais
Pedro: mas se tiver mais com um preço especial te aviso
Ana: Quanto agora?
Ana: 50k
Rose: 5290
Ana: fecha
Rose: fechado",,,,False,14,
trigger_968_1968,"Ana: Ok
Pedro: e vejo se tenho
Ana: Tô devendo alguma coisinha pra vocês? ‎<This message was edited>
Rose: -BRL 8,450.00
Ana: Isso mesmo, se não tiver mais nenhuma compra eu mando, se houver mais alguma coisa mando junto.
‎[05/08/25, 16:14:44] Maynard: ‎image omitted
Ana: Bom dia! Mesa aberta?
Rose: Bom dia
Rose: sim
Rose: mesa aberta
Ana: 150k
Ana: cotação
Rose: 1s
Ana: subindo
Rose: 5270
Ana: fecha 250k",,,,False,9,
trigger_971_1971,"Rose: -BRL 8,450.00
Ana: Isso mesmo, se não tiver mais nenhuma compra eu mando, se houver mais alguma coisa mando junto.
‎[05/08/25, 16:14:44] Maynard: ‎image omitted
Ana: Bom dia! Mesa aberta?
Rose: Bom dia
Rose: sim
Rose: mesa aberta
Ana: 150k
Ana: cotação
Rose: 1s
Ana: subindo
Rose: 5270
Ana: fecha 250k
Ana: pode ser?
Rose: pode sim
Rose: fechado",,,,False,8,
trigger_972_1972,"Ana: Isso mesmo, se não tiver mais nenhuma compra eu mando, se houver mais alguma coisa mando junto.
‎[05/08/25, 16:14:44] Maynard: ‎image omitted
Ana: Bom dia! Mesa aberta?
Rose: Bom dia
Rose: sim
Rose: mesa aberta
Ana: 150k
Ana: cotação
Rose: 1s
Ana: subindo
Rose: 5270
Ana: fecha 250k
Ana: pode ser?
Rose: pode sim
Rose: fechado
Ana: fechado",,,,False,14,
trigger_979_1979,"Rose: 1s
Ana: subindo
Rose: 5270
Ana: fecha 250k
Ana: pode ser?
Rose: pode sim
Rose: fechado
Ana: fechado
Ana: 100k pfvr
Ana: cotação
Rose: 5180
Ana: consegue apertar um pouco?
Rose: 5170
Rose: 5165
Ana: fecha",,,,False,10,
trigger_980_1980,"Ana: subindo
Rose: 5270
Ana: fecha 250k
Ana: pode ser?
Rose: pode sim
Rose: fechado
Ana: fechado
Ana: 100k pfvr
Ana: cotação
Rose: 5180
Ana: consegue apertar um pouco?
Rose: 5170
Rose: 5165
Ana: fecha
Rose: fechado",,,,False,8,
trigger_988_1988,"Ana: cotação
Rose: 5180
Ana: consegue apertar um pouco?
Rose: 5170
Rose: 5165
Ana: fecha
Rose: fechado
Rose: BRL 1,381,750.00 // USDT 250.000
BRL 551,650.00 // USDT 100.000
Ana: 100k
Ana: ajuda no preço
Ana: hoje vem volume
Rose: 1s
Rose: 5220
Rose: <PHONE>
Ana: fecha",,,,False,6,
trigger_989_1989,"Rose: 5180
Ana: consegue apertar um pouco?
Rose: 5170
Rose: 5165
Ana: fecha
Rose: fechado
Rose: BRL 1,381,750.00 // USDT 250.000
BRL 551,650.00 // USDT 100.000
Ana: 100k
Ana: ajuda no preço
Ana: hoje vem volume
Rose: 1s
Rose: 5220
Rose: <PHONE>
Ana: fecha
Rose: fechado",,,,False,4,
trigger_1004_2004,"Rose: BRL 552,200.00 // USDT 100.000
‎[06/08/25, 10:34:48] Maynard: ‎image omitted
Rose: Recebido
Rose: saldo att: -BRL 1,995,600.00
‎[06/08/25, 10:37:39] Maynard: ‎image omitted
‎[06/08/25, 10:51:12] Maynard: ‎image omitted
Ana: Dá pra liquidar 200k?
Ana: Ou 250k?
Rose: 1min
Rose: beleza, vamos adiantar os 250k ‎<This message was edited>
Ana: Obrigado!
Pedro: 250.000
‎[06/08/25, 11:04:22] Maynard: ‎image omitted
‎[06/08/25, 11:07:12] Maynard: ‎image omitted
Ana: 130k
Ana: cotação pfvr?
Rose: 4930
Rose: <PHONE>
Ana: fecha",,,,False,5,
trigger_1005_2005,"Rose: Recebido
Rose: saldo att: -BRL 1,995,600.00
‎[06/08/25, 10:37:39] Maynard: ‎image omitted
‎[06/08/25, 10:51:12] Maynard: ‎image omitted
Ana: Dá pra liquidar 200k?
Ana: Ou 250k?
Rose: 1min
Rose: beleza, vamos adiantar os 250k ‎<This message was edited>
Ana: Obrigado!
Pedro: 250.000
‎[06/08/25, 11:04:22] Maynard: ‎image omitted
‎[06/08/25, 11:07:12] Maynard: ‎image omitted
Ana: 130k
Ana: cotação pfvr?
Rose: 4930
Rose: <PHONE>
Ana: fecha
Rose: fechado",,,,False,28,
trigger_1031_2031,"Rose: 1sec
‎[06/08/25, 12:40:18] Maynard: ‎image omitted
Ana: Liquida o que der por favor.
Ana: Já foi 350, falta uma de 100 e outra de 130 ‎<This message was edited>
Rose: mandar mais 100 aí
Ana: Valeu!
Pedro: 864ce427cd193fe615b<PHONE>c070eb92b6cff414516df2aa12e360bb1c0
Pedro: 100.000
Ana: Cota 44.176,00
Rose: opa
Ana: Cotação pfvr
Rose: 4985
Rose: <PHONE>
Ana: Já passei
Rose: ok
Ana: fecha",,,,False,5,
trigger_1032_2032,"Ana: Liquida o que der por favor.
Ana: Já foi 350, falta uma de 100 e outra de 130 ‎<This message was edited>
Rose: mandar mais 100 aí
Ana: Valeu!
Pedro: 864ce427cd193fe615b<PHONE>c070eb92b6cff414516df2aa12e360bb1c0
Pedro: 100.000
Ana: Cota 44.176,00
Rose: opa
Ana: Cotação pfvr
Rose: 4985
Rose: <PHONE>
Ana: Já passei
Rose: ok
Ana: fecha
Rose: fechado",,,,False,5,
trigger_1079_2079,"Pedro: 3ac3a63b4d5868e0964fc6b305209be2081dbb53f45fe2971ae<PHONE>f0a
Pedro: 130.000
‎[06/08/25, 15:42:50] Maynard: ‎image omitted
Rose: zeramos
Ana: Ok
Ana: Bom dia, mesa on?
Pedro: bom dia
Pedro: mesa on
Ana: Maravilha.
Ana: 100k
Ana: cotação
Rose: 1s
Rose: 4820
Rose: <PHONE>
Ana: ok
Ana: fecha",,,,False,5,
trigger_1080_2080,"Pedro: 130.000
‎[06/08/25, 15:42:50] Maynard: ‎image omitted
Rose: zeramos
Ana: Ok
Ana: Bom dia, mesa on?
Pedro: bom dia
Pedro: mesa on
Ana: Maravilha.
Ana: 100k
Ana: cotação
Rose: 1s
Rose: 4820
Rose: <PHONE>
Ana: ok
Ana: fecha
Rose: fechado",,,,False,4,
trigger_1085_2085,"Pedro: mesa on
Ana: Maravilha.
Ana: 100k
Ana: cotação
Rose: 1s
Rose: 4820
Rose: <PHONE>
Ana: ok
Ana: fecha
Rose: fechado
Rose: BRL 548,200.00 // USDT 100.000
Ana: 100k novamente
Ana: rapidão pfvr
Rose: 4810
Ana: fecha",,,,False,3,
trigger_1086_2086,"Ana: Maravilha.
Ana: 100k
Ana: cotação
Rose: 1s
Rose: 4820
Rose: <PHONE>
Ana: ok
Ana: fecha
Rose: fechado
Rose: BRL 548,200.00 // USDT 100.000
Ana: 100k novamente
Ana: rapidão pfvr
Rose: 4810
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1099_2099,"Ana: fecha
Rose: fechado
Rose: BRL 548,100.00 // USDT 100.000
Ana: 150k
Rose: opa
Ana: Me ajuda no preço
Rose: 1s
Ana: Quanto
Rose: 4760
Ana: 1s
Rose: 4780
Ana: Consegue apertar um pouco?
Rose: 4775
Ana: ‎This message was deleted.
Rose: tinha fechado aqui",,,,False,3,
trigger_1124_2124,"Pedro: 100.000
Ana: Obrigado!
‎[07/08/25, 12:22:42] Maynard: ‎image omitted
‎[07/08/25, 12:23:33] Maynard: ‎image omitted
‎[07/08/25, 12:25:35] Maynard: ‎image omitted
Ana: Tudo liquidado
Ana: Pode mandar a cripto pfvr?
Rose: jajá enviamos
Ana: Pfvr.
Pedro: 250.000
Ana: 250k
Ana: cotação
Ana: pfvr
Rose: 1s
Ana: galera?
Rose: 4780
Ana: fecha",,,,False,3,
trigger_1125_2125,"Ana: Obrigado!
‎[07/08/25, 12:22:42] Maynard: ‎image omitted
‎[07/08/25, 12:23:33] Maynard: ‎image omitted
‎[07/08/25, 12:25:35] Maynard: ‎image omitted
Ana: Tudo liquidado
Ana: Pode mandar a cripto pfvr?
Rose: jajá enviamos
Ana: Pfvr.
Pedro: 250.000
Ana: 250k
Ana: cotação
Ana: pfvr
Rose: 1s
Ana: galera?
Rose: 4780
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1131_2131,"Pedro: 250.000
Ana: 250k
Ana: cotação
Ana: pfvr
Rose: 1s
Ana: galera?
Rose: 4780
Ana: fecha
Rose: fechado
Rose: BRL 1,369,500.00 // USDT 250.000
Ana: cota 100k
Ana: me ajuda no preço
Ana: pfvr
Rose: 4770
Ana: fecha",,,,False,3,
trigger_1132_2132,"Ana: 250k
Ana: cotação
Ana: pfvr
Rose: 1s
Ana: galera?
Rose: 4780
Ana: fecha
Rose: fechado
Rose: BRL 1,369,500.00 // USDT 250.000
Ana: cota 100k
Ana: me ajuda no preço
Ana: pfvr
Rose: 4770
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1147_2147,"Rose: BRL 547,700.00 // USDT 100.000
‎[07/08/25, 14:28:29] Maynard: ‎image omitted
‎[07/08/25, 14:28:59] Maynard: ‎image omitted
‎[07/08/25, 14:29:36] Maynard: ‎image omitted
Ana: Tem como já ir adiantando os 250k <PHONE> <PHONE> tô pagando o resto agora
Rose: Um momento
Ana: Já paguei aliás
Rose: Enviando
Ana: Manda o mais rápido possível
Ana: Operação crítica aqui
Pedro: 250.000
Rose: saldo att: -BRL 447,200.00
Ana: Obrigado
Ana: 20k
Ana: Cotação pfvr
Rose: 4830
Ana: fecha",,,,False,6,
trigger_1148_2148,"Ana: Tem como já ir adiantando os 250k <PHONE> <PHONE> tô pagando o resto agora
Rose: Um momento
Ana: Já paguei aliás
Rose: Enviando
Ana: Manda o mais rápido possível
Ana: Operação crítica aqui
Pedro: 250.000
Rose: saldo att: -BRL 447,200.00
Ana: Obrigado
Ana: 20k
Ana: Cotação pfvr
Rose: 4830
Ana: fecha
Rose: fechado",,,,False,10,
trigger_1176_2176,"Rose: 4680
Ana: 1s
Ana: Negociando
Rose: ok
Ana: off
Rose: off
Ana: Bom dia a todos!
Ana: mesa aberta?
Rose: Bom dia!!
Rose: sim
Ana: Maravilha
Ana: 50K
Rose: 4500
Ana: ok
Ana: fecha",,,,False,12,
trigger_1177_2177,"Ana: 1s
Ana: Negociando
Rose: ok
Ana: off
Rose: off
Ana: Bom dia a todos!
Ana: mesa aberta?
Rose: Bom dia!!
Rose: sim
Ana: Maravilha
Ana: 50K
Rose: 4500
Ana: ok
Ana: fecha
Rose: fechado",,,,False,8,
trigger_1182_2182,"Ana: Bom dia a todos!
Ana: mesa aberta?
Rose: Bom dia!!
Rose: sim
Ana: Maravilha
Ana: 50K
Rose: 4500
Ana: ok
Ana: fecha
Rose: fechado
Ana: 50.000 USDT = 272.500 BRL
Ana: 150k
Ana: me ajuda no preço
Rose: 4470
Ana: fecha",,,,False,95,
trigger_1183_2183,"Ana: mesa aberta?
Rose: Bom dia!!
Rose: sim
Ana: Maravilha
Ana: 50K
Rose: 4500
Ana: ok
Ana: fecha
Rose: fechado
Ana: 50.000 USDT = 272.500 BRL
Ana: 150k
Ana: me ajuda no preço
Rose: 4470
Ana: fecha
Rose: fechado",,,,False,4,
trigger_1192_2192,"Ana: 50.000 USDT = 272.500 BRL
Ana: 150k
Ana: me ajuda no preço
Rose: 4470
Ana: fecha
Rose: fechado
Ana: 150.000 USDT = 817.050 BRL
Ana: cota 100k
Ana: rápidão pfvr
Rose: 4490
Rose: 4500
Rose: 4490
Ana: consegue apertar um pouco?
Rose: 4480
Ana: fecha",,,,False,3,
trigger_1193_2193,"Ana: 150k
Ana: me ajuda no preço
Rose: 4470
Ana: fecha
Rose: fechado
Ana: 150.000 USDT = 817.050 BRL
Ana: cota 100k
Ana: rápidão pfvr
Rose: 4490
Rose: 4500
Rose: 4490
Ana: consegue apertar um pouco?
Rose: 4480
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1209_2209,"Ana: 100.000 USDT = 544.800 BRL
Ana: 70k
Ana: me ajuda no preço
Ana: cotação
Rose: beleza
Ana: ?
Rose: 4490
Ana: off
Rose: off
Ana: 200k
Ana: rápido
Ana: ajuda no preço
Rose: 4470
Rose: 4460
Ana: fecha",,,,False,3,
trigger_1210_2210,"Ana: 70k
Ana: me ajuda no preço
Ana: cotação
Rose: beleza
Ana: ?
Rose: 4490
Ana: off
Rose: off
Ana: 200k
Ana: rápido
Ana: ajuda no preço
Rose: 4470
Rose: 4460
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1215_2215,"Rose: 4490
Ana: off
Rose: off
Ana: 200k
Ana: rápido
Ana: ajuda no preço
Rose: 4470
Rose: 4460
Ana: fecha
Rose: fechado
Rose: BRL 1,089,200.00 // USDT 200.000
Ana: 100k
Ana: cotação
Rose: 4440
Ana: fecha",,,,False,3,
trigger_1216_2216,"Ana: off
Rose: off
Ana: 200k
Ana: rápido
Ana: ajuda no preço
Rose: 4470
Rose: 4460
Ana: fecha
Rose: fechado
Rose: BRL 1,089,200.00 // USDT 200.000
Ana: 100k
Ana: cotação
Rose: 4440
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1222_2222,"Rose: 4460
Ana: fecha
Rose: fechado
Rose: BRL 1,089,200.00 // USDT 200.000
Ana: 100k
Ana: cotação
Rose: 4440
Ana: fecha
Rose: fechado
Rose: BRL 544,400.00 // USDT 100.000
Ana: mais 100k
Ana: pfvr
Ana: cotação
Rose: 4450
Ana: fecha",,,,False,3,
trigger_1223_2223,"Ana: fecha
Rose: fechado
Rose: BRL 1,089,200.00 // USDT 200.000
Ana: 100k
Ana: cotação
Rose: 4440
Ana: fecha
Rose: fechado
Rose: BRL 544,400.00 // USDT 100.000
Ana: mais 100k
Ana: pfvr
Ana: cotação
Rose: 4450
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1231_2231,"Rose: BRL 544,400.00 // USDT 100.000
Ana: mais 100k
Ana: pfvr
Ana: cotação
Rose: 4450
Ana: fecha
Rose: fechado
Ana: 100.000 USDT = 544.500 BRL
Ana: Total que eu tenho que pagar até agora?
Rose: -BRL 3,812,450.00
Ana: 50k
Rose: opa
Ana: ajuda no preço
Rose: 4460
Ana: fecha",,,,False,3,
trigger_1232_2232,"Ana: mais 100k
Ana: pfvr
Ana: cotação
Rose: 4450
Ana: fecha
Rose: fechado
Ana: 100.000 USDT = 544.500 BRL
Ana: Total que eu tenho que pagar até agora?
Rose: -BRL 3,812,450.00
Ana: 50k
Rose: opa
Ana: ajuda no preço
Rose: 4460
Ana: fecha
Rose: fechado",,,,False,3,
trigger_1311_2311,"Ana: Me cota 1 BTC pfvr?
Pedro: opa
Pedro: um momento
Pedro: 636.165
Ana: ok
Ana: 1 momento
Ana: off
Pedro: off
Rose: <PHONE> estamos precisando dos BRLs, consegue enviar ?
Pedro: consegue mandar alguma coisa <PHONE> ?
Ana: 1 minuto
Ana: Estou vendo a transferência
Pedro: precisamos até no máximo 16:30
Ana: Sim, estou ciente.
Bruno: Até às 17h funciona, pra poder fechar
‎[08/08/25, 16:13:51] Maynard: ‎image omitted
‎[08/08/25, 16:15:19] Maynard: ‎image omitted",,,,False,3,
trigger_1356_2356,"Ana: <URL>
Ana: 2500 USDC
Pedro: recebido
Ana: Obrigado pela compreensão.
Ana: Aliás, se você pudessem me fazer uma ponte com o Genial, eu agradeceria.
Ana: ‎This message was deleted.
Ana: Me enganei, eu tinha contato do Delano.
‎[08/08/25, 17:00:35] André Fluminense: ‎Contact card omitted
Ana: Obrigado André!
Ana: Cota 200k pfvr?
Rose: Bom dia
Rose: 4720
Rose: 4740
Ana: ok
Ana: 1s
Ana: fecha",,,,False,3,
trigger_1357_2357,"Ana: 2500 USDC
Pedro: recebido
Ana: Obrigado pela compreensão.
Ana: Aliás, se você pudessem me fazer uma ponte com o Genial, eu agradeceria.
Ana: ‎This message was deleted.
Ana: Me enganei, eu tinha contato do Delano.
‎[08/08/25, 17:00:35] André Fluminense: ‎Contact card omitted
Ana: Obrigado André!
Ana: Cota 200k pfvr?
Rose: Bom dia
Rose: 4720
Rose: 4740
Ana: ok
Ana: 1s
Ana: fecha
Rose: fehcado",,,,False,3,
trigger_1358_2358,"Pedro: recebido
Ana: Obrigado pela compreensão.
Ana: Aliás, se você pudessem me fazer uma ponte com o Genial, eu agradeceria.
Ana: ‎This message was deleted.
Ana: Me enganei, eu tinha contato do Delano.
‎[08/08/25, 17:00:35] André Fluminense: ‎Contact card omitted
Ana: Obrigado André!
Ana: Cota 200k pfvr?
Rose: Bom dia
Rose: 4720
Rose: 4740
Ana: ok
Ana: 1s
Ana: fecha
Rose: fehcado
Rose: fechado",,,,False,3,
trigger_1366_2366,"Rose: 4720
Rose: 4740
Ana: ok
Ana: 1s
Ana: fecha
Rose: fehcado
Rose: fechado
Rose: BRL 1,094,800.00 // USDT 200.000
Ana: 100k pfvr
Ana: cotação
Rose: 4720
Rose: <PHONE>
Ana: ok
Ana: já passei
Ana: fecha",,,,False,3,
trigger_1367_2367,"Rose: 4740
Ana: ok
Ana: 1s
Ana: fecha
Rose: fehcado
Rose: fechado
Rose: BRL 1,094,800.00 // USDT 200.000
Ana: 100k pfvr
Ana: cotação
Rose: 4720
Rose: <PHONE>
Ana: ok
Ana: já passei
Ana: fecha
Rose: fechado",,,,False,3,
